"Model Class","Model Attribute","Model Type","Model Multiplicity","Model Definition","NIEM XPath","NIEM Type","NIEM Property, ^Reference, (Representation)","NIEM Base Type","NIEM Multiplicity","Old XPath","Old Multiplicity","NIEM Mapping Notes","Code List Code=Definition;"
"DriversLicenseInformation","licenseIssueDate","date","","Date on which the drivers license was issued.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseIssueDate","j:DriverLicenseBaseType","j:DriverLicenseIssueDate","nc:DateType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DriverLicenseIssueDate","0,1","",""
"DriversLicenseInformation","licenseRestrictionCode","code","","A code indicating driving restrictions placed on a driver.  Allowable values set forth in Court Policy.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseRestriction/j:CrashDrivingRestrictionCode","j:DrivingRestrictionType","j:DrivingRestrictionAbstract, (j:CrashDrivingRestrictionCode)","mmucc:DrivingRestrictionCodeType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DrivingRestriction/nc:DrivingRestrictionCode","0,1","",""
"DriversLicenseInformation","licenseRestrictionEndDate","date","","The expiration date for driving restrictions that have been placed on a driver.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseRestriction/j:DrivingRestrictionEndDate","j:DrivingRestrictionType","j:DrivingRestrictionEndDate","nc:DateType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DrivingRestriction/nc:DrivingRestrictionEndDate","0,1","",""
"DriversLicenseInformation","licenseRestrictionText","string","","Text description of driving restrictions placed on a driver.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseRestriction/j:DrivingRestrictionText","j:DrivingRestrictionType","j:DrivingRestrictionAbstract, (j:DrivingRestrictionText)","nc:TextType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DrivingRestriction/nc:DrivingRestrictionText","0,1","",""
"DriversLicenseInformation","licenseRestriction","string","*","A retriction to a driver license.","citation:CaseAugmentation/j:Citationn/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseRestriction","j:DriverLicenseType","j:DriverLicenseRestriction","j:DrivingRestrictionType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DrivingRestriction","0,1","",""
"DriversLicenseInformation","commercialClassCode","string","*","A kind of commerical vehicle a person is licensed to operate.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseCommericalClassCode","j:DriverLicenseType","j:DriverLicenseCommercialClassAbstract, (j:DriverLicenseCommercialClassCode)","ansi_d20:DriverLicenseClassCodeType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DriverLicenseCommercialClassCode","0,1","",""
"DriversLicenseInformation","licenseWithdrawl","","0..1","The withdrawl of a driver license.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseWithdrawal","j:DriverLicenseType","j:DriverLicenseWithdrawal","j:DriverLicenseWithdrawalType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DriverLicenseWithdrawal","0,1","",""
"DriversLicenseInformation","licenseWithdrawlDate","date","0..1","The date a driver license was withdrawn.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseWithdrawal/j:DriverLicenseWithdrawalEffectiveDate","j:DriverLicenseWithdrawalType","j:DriverLicenseWithdrawalEffectiveDate","nc:DateType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DriverLicenseWithdrawal/nc:DriverLicenseWithdrawalEffectiveDate","0,1","",""
"DriversLicenseInformation","licenseExpirationDate","date","0..1","The date a driver license expires.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicense/j:DriverLicenseExpirationDate","j:DriverLicenseBaseType","j:DriverLicenseExpirationDate","nc:DateType","0,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DriverExpirationDate","0,1","",""
"DriversLicenseInformation","licenseIdentification","id","1","The identifier ona driver lisence.","citation:CaseAugmentation/j:Citation/j:CitationSubject/citation:SubjectAugmentation/j:DriverLicensese","j:DriverLicenseBaseType","j:DriverLicenseIdentification","nc:IdentificationType","1,1","citation:CitationCaseAugmentation/citation:CitationSubject/ecf:PersonAugmentation/ecf:PersonDriverLicense/nc:DriverLicenseIdentification","0,unbounded","",""
"DrivingIncident","","","","The incident from which a traffic ticket arose.","citation:CaseAugmentation/j:DrivingIncident/citation:DrivingIncidentAugmentation","j:DrivingIncidentType","j:DrivingIncidentAugmentationPoint, (citation:DrivingIncidentAugmentation)","citation:DrivingIncidentAugmentationType","0,unbounded","citation:CitationCaseAugmentation/citation:DrivingIncident","","",""
"DrivingIncident","accidentInvolvedIndicator","bool","","An indicator that the incident involved an accident.","citation:CaseAugmentation/j:DrivingIncident/j:IncidentAugmentation/j:IncidentTrafficAccidentInvolvedIndicator","j:IncidentAugmentationType","j:IncidentTrafficAccidentInvolvedIndicator","niem-xs:boolean","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:IncidentAugmentation/j:IncidentTrafficAccidentInvolvedIndicator","0,unbounded","",""
"DrivingIncident","fatalInjuryIndicator","bool","","Indicator of whether any person was fatally injured in the incident.","citation:CaseAugmentation/j:DrivingIncident/j:DrivingAccidentSeverityCode","j:DrivingIncidentType","j:DrivingAccidentSeverityAbstract, (j:DrivingAccidentSeverityCode)","aamva_d20:AccidentSeverityCodeType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingAccidentSeverityCode","0,1","",""
"DrivingIncident","hazardousMaterialsIndicator","bool","","Indicator of whether hazardous materials were involved in the incident.","citation:CaseAugmentation/j:DrivingIncident/j:DrivingIncidentHazMatCode","j:DrivingIncidentType","j:DrivingIncidentHazMatAbstract, (j:DrivingIncidentHazMatCode)","aamva_d20:HazMatCodeType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingIncidentHazMatCode","0,1","",""
"DrivingIncident","injuryIndicator","bool","","Indicator of whether any person was injured during the incident.","citation:CaseAugmentation/j:DrivingIncident/j:DrivingAccidentSeverityCode","j:DrivingIncidentType","j:DrivingAccidentSeverityAbstract, (j:DrivingAccidentSeverityCode)","aamva_d20:AccidentSeverityCodeType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingAccidentSeverityCode","0,1","",""
"DrivingIncident","laserIndicator","bool","","an indicator that a laser gun was used to detect speed","citation:CaseAugmentation/j:DrivingIncident/j:DrivingIncidentLaserDetectionIndicator","j:DrivingIncidentType","j:DrivingIncidentLaserDetectionIndicator","niem-xs:boolean","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingIncidentLaserDetectionIndicator","0,1","",""
"DrivingIncident","numberOfPassengersInVehicle","int","","The number of people in the car not including the driver.","citation:CaseAugmentation/j:DrivingIncident/j:DrivingIncidentPassengerQuantityText","j:DrivingIncidentType","j:DrivingIncidentPassengerQuantityText","nc:TextType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingIncidentPassengerQuantityText","0,1","",""
"DrivingIncident","offenderSpeed (<directional aggregation>)","","","Actual speed of the person alleged to have violated the speed limit.","citation:CaseAugmentation/j:DrivingIncident/j:DrivingIncidentRecordedSpeedRateMeasure","j:DrivingIncidentType","j:DrivingIncidentRecordedSpeedRateMeasure","nc:MeasureType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingIncidentRecordedSpeedRate","0,1","",""
"DrivingIncident","propertyDamageAmount","amount","","A monetary amount of property damage done during the incident.","citation:CaseAugmentation/j:DrivingIncident/citation:DrivingIncidentAugmentation/j:PropertyTotalDamageValue","citation:DrivingIncidentAugmentationType","j:ItemTotalDamageValue","nc:ItemValueType","0,1","j:Property/j:PropertyAugmentation/j:PropertyTotalDamageValue","0,unbounded","",""
"DrivingIncident","propertyDamageIndicator","bool","","Indicator of whether property was damaged during the incident.","citation:CaseAugmentation/j:DrivingIncident/j:IncidentDamagedProperty","j:IncidentAugmentationType","j:IncidentDamagedItem","nc:ItemType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:IncidentAugmentation/j:IncidentDamagedItem","0,1","",""
"DrivingIncident","radarIndicator","bool","","An indicator that radar was used to detect speed.","citation:CaseAugmentation/j:DrivingIncident/citation:DrivingIncidentAugmentation/j:DrivingIncidentRadarDetectionIndicator","j:DrivingIncidentType","j:DrivingIncidentRadarDetectionIndicator","niem-xs:boolean","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingIncidentRadarDetectionIndicator","0,unbounded","",""
"DrivingIncident","redLightCameraIndicator","bool","","An indicator that a automated camera was used to detect traffic signal violations.","citation:CaseAugmentation/j:DrivingIncident/citation:DrivingIncidentAugmentation/citation:RedLightCameraIndicator","citation:DrivingIncidentAugmentationType","citation:RedLightCameraIndicator","niem-xs:boolean","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/citationRedLightCameraIndicator","0,1","",""
"DrivingIncident","speedLimit (<directional aggregation>)","","","Maximum speed allowed by law.","citation:CaseAugmentation/j:DrivingIncident/j:DrivingIncidentLegalSpeedRateMeasure","j:DrivingIncidentType","j:DrivingIncidentLegalSpeedRateMeasure","nc:MeasureType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/j:DrivingIncidentLegalSpeedRate","0,1","",""
"DrivingIncident","vehicle (<directional aggregation>)","","","Information describing the motor vehicle involved in an incident.","citation:CaseAugmentation/j:DrivingIncident/nc:IncidentVehicleAssociation/nc:Conveyance","citation:CaseAugmentationType","nc:Vehicle","nc:VehicleType","0,1","citation:CitationCaseAugmentation/citation:DrivingIncident/nc:IncidentVehicleAssociation/nc:ConveyanceReference","1,1","",""
"ElectronicFilingCallbackMessage","","","","The base message for an asynchronous response to a message.","ecf:CallbackMessage","ecf:CallbackMessageType","","ecf:CaseFilingType","","ecf:ElectronicFilingCallbackMessage","","",""
"ElectronicFilingCallbackMessage","docketedCase (<directional aggregation>)","","0..1","This association will always be present, except in the situation where the filing was a case initiation filing and was rejected (therefore, no case was initiated in the court record system.)","ecf:CallbackMessage/nc:Case","ecf:CallbackMessageType","nc:Case","nc:CaseType","1,1","ecf:ElectronicFilingCallbackMessage/nc:Case","1,1","",""
"ElectronicFilingCallbackMessage","filingCompletionTime","dateTime","","the date and time at which the Court Record MDE filing process was completed following the acceptance by the Filing Review MDE","ecf:CallbackMessage/ecf:FilingCompletionDate","ecf:CallbackMessageType","ecf:FilingCompletionDate","nc:DateType","0,1","ecf:ElectronicFilingCallbackMessage/ecf:FilingCompletionDate","0,1","",""
"ElectronicFilingCallbackMessage","filingEnteredOnDocketTime","dateTime","","the date and time of day on which an entry in the docket or register of action in the court CMS was completed for a filing","ecf:CallbackMessage/nc:DocumentEffectiveDate","nc:DocumentType","nc:DocumentEffectiveDate","nc:DateType","0,1","ecf:ElectronicFilingCallbackMessage/nc:DocumentEffectiveDate","0,1","",""
"ElectronicFilingCallbackMessage","filingID","id","","An identifier for a single electronic filing transaction assigned by the Filing Review MDE.  The identifier is unique within a court and case. ""Transaction"" means the sequence of messages from initial filing review through receipt of the asynchronous review callback.","ecf:CallbackMessage/nc:DocumentIdentification","nc:DocumentType","nc:DocumentIdentification","nc:IdentificationType","1,unbounded","ecf:ElectronicFilingCallbackMessage/nc:DocumentIdentification","0,unbounded","",""
"ElectronicFilingCallbackMessage","filingOfficialDate","date","","the date of filing of a document recognized by the court in its docket entry upon acceptance of the document for entry into the court official records.  Note:  This date may be, but need to be, affixed to the document with an electronic filestamp.  There is no corresponding official hour of the filing.  The court may subsequently change the officialFilingDate by judicial order.
","ecf:CallbackMessage/nc:DocumentFiledDate","nc:DocumentType","nc:DocumentFiledDate","nc:DateType","0,1","ecf:ElectronicFilingCallbackMessage/nc:DocumentFiledDate","0,1","",""
